Time, fixType, gnssFixOk, headVehValid, invalid_llh, Lat, Lon, SIV, groundSpeed, headingMotion, headingVehicle, distanceBetween, targetHeading, currentHeading, headingError, gpsError, averageGPSError
3/29/2025 22:22:35, 3, 1, 0, 0, 334926199, -820055951, 30, 554, 19850528, 0, 7.66, 187.58, 188.79, -0.01, -9.71, -11.73
3/29/2025 22:22:36, 3, 1, 0, 0, 334926149, -820055968, 30, 581, 19893146, 0, 7.09, 186.91, 188.79, -0.01, -10.14, -11.73
3/29/2025 22:22:37, 3, 1, 0, 0, 334926098, -820055988, 30, 585, 20114838, 0, 6.51, 185.89, 188.79, -0.02, -12.36, -11.73
3/29/2025 22:22:38, 3, 1, 0, 0, 334926048, -820056010, 30, 588, 20186546, 0, 5.94, 184.48, 188.79, -0.02, -13.07, -11.73
3/29/2025 22:22:39, 3, 1, 0, 0, 334925998, -820056034, 30, 593, 20310498, 0, 5.37, 182.58, 202.15, -0.11, -0.95, -28.15
3/29/2025 22:22:40, 3, 1, 0, 0, 334925948, -820056056, 30, 573, 20181408, 0, 4.81, 180.44, 185.97, -0.03, -15.85, -28.15
3/29/2025 22:22:42, 3, 1, 0, 0, 334925866, -820056081, 30, 453, 18663310, 0, 3.90, 177.14, 178.65, -0.01, -7.98, -28.15
3/29/2025 22:22:43, 3, 1, 0, 0, 334925821, -820056075, 30, 525, 17895420, 0, 3.40, 177.65, 177.22, 0.00, -1.74, -28.15
3/29/2025 22:22:44, 3, 1, 0, 0, 334925771, -820056073, 30, 554, 18038966, 0, 2.84, 177.57, 176.90, 0.00, -3.49, -28.15
3/29/2025 22:22:45, 3, 1, 0, 0, 334925719, -820056071, 30, 570, 18028536, 0, 2.26, 177.41, 176.90, 0.00, -3.38, -28.15
3/29/2025 22:22:46, 3, 1, 0, 0, 334925666, -820056066, 30, 581, 18190842, 0, 1.67, 178.09, 176.90, 0.01, -5.00, -28.15
3/29/2025 22:22:47, 3, 1, 0, 0, 334925617, -820056062, 30, 506, 18303086, 0, 9.00, 159.44, 182.44, -0.13, -0.59, -33.63
3/29/2025 22:22:47, 3, 1, 0, 0, 334925617, -820056062, 30, 506, 18303086, 0, 9.00, 159.44, 162.94, -0.02, -20.09, -33.63
3/29/2025 22:22:50, 3, 1, 0, 0, 334925516, -820056055, 30, 362, 16359570, 0, 7.94, 157.02, 155.88, 0.01, -7.71, -33.63
3/29/2025 22:22:51, 3, 1, 0, 0, 334925477, -820056039, 30, 496, 15812174, 0, 7.48, 156.77, 155.32, 0.01, -2.80, -33.63
3/29/2025 22:22:52, 3, 1, 0, 0, 334925432, -820056018, 30, 546, 15670248, 0, 6.94, 156.62, 155.32, 0.01, -1.38, -33.63
3/29/2025 22:22:53, 3, 1, 0, 0, 334925385, -820055997, 30, 557, 15778360, 0, 6.39, 156.37, 155.32, 0.01, -2.47, -33.63
3/29/2025 22:22:54, 3, 1, 0, 0, 334925337, -820055975, 30, 562, 16009006, 0, 5.82, 156.10, 155.32, 0.00, -4.77, -33.63
3/29/2025 22:22:55, 3, 1, 0, 0, 334925289, -820055954, 30, 565, 16071778, 0, 5.25, 155.68, 155.32, 0.00, -5.40, -33.63
3/29/2025 22:22:56, 3, 1, 0, 0, 334925240, -820055934, 30, 570, 16175604, 0, 4.68, 155.00, 155.32, -0.00, -6.44, -33.63
3/29/2025 22:22:57, 3, 1, 0, 0, 334925190, -820055914, 30, 579, 16248758, 0, 4.09, 154.07, 161.04, -0.04, -1.45, -39.35
